society,price,price_per_sq.ft,bedRoom,bathroom,balcony,floorNum,facing,type,sector,Super_build_area,build_area,Carpet_area,Not available,Study Room,Servant Room,Pooja Room,Others,age,luxury_score,furnishing_type,location_score
HSIIDC Sidco Aravali,0.86,3323,3,3,3+,3.0,South,flat,manesar,2588.0,,1877.0,0,0,1,0,0,old property,56,1,14
HSIIDC Sidco Aravali,0.81,3129,3,3,3+,2.0,South-West,flat,manesar,2588.0,,1877.0,0,0,1,0,0,old property,50,1,14
M3M Merlin,2.9,14167,3,3,3,0.0,West,flat,sector 67,2047.0,,,0,0,0,0,1,relatively new,28,2,42
M3M Woodshire,0.9,6588,2,2,3+,4.0,,flat,sector 107,1366.0,,,1,0,0,0,0,relatively new,15,1,16
Shree Vardhman Victoria,1.66,14254,3,5,3,8.0,North,flat,sector 70,1950.0,,1161.0,0,0,1,0,0,relatively new,97,1,37
DLF New Town Heights 1,2.0,7334,4,4,3+,20.0,East,flat,sector 90,2727.0,,,0,0,1,0,1,old property,28,1,25
Shree Vardhman Victoria,1.67,14384,3,5,3,5.0,North-East,flat,sector 70,1950.0,,1161.0,0,0,1,0,0,old property,94,1,37
Shree Vardhman Victoria,1.1,8461,2,2,2,8.0,North-East,flat,sector 70,,,1300.0,1,0,0,0,0,relatively new,96,1,37
Shree Vardhman Victoria,1.6,8205,3,5,3,6.0,North,flat,sector 70,1950.0,,1161.0,0,0,1,0,0,relatively new,100,1,37
Shree Vardhman Victoria,1.07,7925,2,2,3,8.0,North,flat,sector 70,1350.0,,,0,1,0,0,0,relatively new,100,1,37
Tulip Violet,1.76,8756,4,4,2,6.0,North,flat,sector 69,2010.0,,,1,0,0,0,0,relatively new,100,1,42
Tulip Violet,1.55,9822,3,3,2,5.0,North-East,flat,sector 69,1578.0,,,0,0,0,1,0,relatively new,95,1,42
Krrish Provence Estate,5.5,9482,4,5,3+,11.0,East,flat,gwal pahari,5800.0,,,0,1,1,1,0,New Property,125,1,24
Conscient Habitat,0.27,5599,2,2,1,8.0,South-West,flat,sector 99a,,,484.0,0,0,0,0,1,relatively new,28,1,0
Prime Habitat,0.26,4745,2,2,1,6.0,North-East,flat,sector 99a,,,550.0,0,0,0,0,1,relatively new,62,1,41
Shapoorji Pallonji Joyville Gurugram,1.25,9876,2,2,2,0.0,East,flat,sector 102,1215.0,,,1,0,0,0,0,relatively new,67,1,34
Conscient Heritage Max,2.1,9772,3,4,3+,10.0,East,flat,sector 102,2149.0,,,0,1,1,0,0,relatively new,52,1,50
Paras Dews,0.95,6859,2,2,3+,2.0,North,flat,sector 106,1385.0,,845.0,1,0,0,0,0,relatively new,28,1,52
Paras Dews,0.92,6642,2,2,3+,2.0,East,flat,sector 106,1385.0,,845.0,1,0,0,0,0,relatively new,141,1,52
Paras Dews,1.25,7102,3,4,3+,5.0,North-East,flat,sector 106,1760.0,,1130.0,0,0,1,0,0,relatively new,134,1,52
Paras Dews,0.87,9255,2,2,3+,1.0,North-East,flat,sector 107,1385.0,,940.0,1,0,0,0,0,New Property,141,1,52
Paras Dews,1.2,6818,3,4,3+,9.0,North-East,flat,sector 106,1760.0,,1130.0,0,0,1,0,0,relatively new,144,1,52
La Vida by Tata Housing,1.32,10344,2,2,2,3.0,North-East,flat,sector 113,1276.0,,1099.0,1,0,0,0,0,relatively new,28,1,41
Puri Diplomatic Greens,3.45,11694,4,5,3+,9.0,North-East,flat,sector 111,2950.0,,,0,0,1,0,0,relatively new,64,1,44
Bestech Park View Grand Spa,2.4,9022,3,4,3+,8.0,North,flat,sector 81,2660.0,,,0,1,1,0,0,New Property,139,2,42
Corona Optus,1.25,7175,3,3,3,2.0,North-West,flat,sector 37c,1735.0,,1400.0,0,1,0,0,0,relatively new,28,1,40
Corona Optus,1.43,7185,3,3,3+,2.0,North,flat,sector 37c,1990.0,,1680.0,0,0,1,0,1,relatively new,28,1,40
Corona Optus,1.27,7231,3,3,3,2.0,South,flat,sector 37c,1763.0,,,0,0,0,0,1,relatively new,28,1,40
Corona Optus,1.43,7185,3,3,3+,2.0,North-West,flat,sector 37c,1990.0,,1700.0,0,1,1,0,1,relatively new,28,1,40
Corona Optus,1.25,8928,3,3,3,2.0,South-East,flat,sector 37c,1735.0,,1400.0,0,1,0,0,0,relatively new,28,1,40
Corona Optus,1.44,7236,3,3,3+,2.0,North-West,flat,sector 37c,1990.0,,1600.0,0,1,1,0,1,relatively new,28,1,40
Corona Optus,1.27,7203,3,3,3,2.0,South,flat,sector 37c,1763.0,,1410.0,0,1,0,0,1,relatively new,28,1,40
Imperia The Esfera,1.1,5405,3,4,3,9.0,West,flat,sector 37c,2035.0,,1760.0,0,1,1,0,0,relatively new,28,1,27
Imperia The Esfera,1.4,5384,4,5,3,9.0,North,flat,sector 37c,2600.0,,2100.0,0,1,1,1,1,relatively new,28,1,27
Imperia The Esfera,0.99,5454,3,4,3,9.0,North-East,flat,sector 37c,1815.0,,1510.0,0,0,1,0,0,relatively new,28,1,27
Imperia The Esfera,0.86,5449,2,3,3,9.0,South-East,flat,sector 37c,1578.0,,1310.0,0,1,0,0,1,relatively new,28,1,27
Imperia The Esfera,0.98,5399,3,4,3,9.0,South-West,flat,sector 37c,1815.0,,1510.0,0,0,1,0,1,relatively new,28,1,27
Imperia The Esfera,0.85,5386,2,3,3,9.0,South-East,flat,sector 37c,1578.0,,1310.0,0,1,0,0,0,relatively new,28,1,27
BPTP Terra,1.79,8983,4,3,3,15.0,South-West,flat,sector 37d,1998.0,,,0,0,0,0,1,relatively new,23,2,42
BPTP Terra,1.5,8255,3,3,3,12.0,South-West,flat,sector 37d,1811.0,,1560.0,0,0,0,0,1,relatively new,28,1,42
BPTP Terra,1.77,8078,4,3,3,15.0,North,flat,sector 37d,2191.0,,1860.0,0,1,1,1,1,relatively new,28,1,42
BPTP Terra,1.5,8282,3,3,3,17.0,North-West,flat,sector 37d,1811.0,,1570.0,0,0,0,0,1,relatively new,28,1,42
BPTP Terra,1.49,8105,3,3,3,20.0,North-West,flat,sector 37d,1832.0,,1580.0,0,0,0,0,1,relatively new,28,1,42
BPTP Terra,1.8,8215,4,3,3,18.0,North-West,flat,sector 37d,2191.0,,1860.0,0,1,1,1,0,relatively new,28,1,42
SS The Leaf,1.06,6343,2,2,2,12.0,South,flat,sector 85,1671.0,,,1,0,0,0,0,relatively new,27,1,42
SS The Leaf,1.14,6433,2,2,3,16.0,South,flat,sector 85,1772.0,,,1,0,0,0,0,relatively new,27,1,42
SS The Leaf,1.05,6402,2,2,3,11.0,North-East,flat,sector 85,1640.0,,,1,0,0,0,0,relatively new,27,1,42
Vatika City,1.72,7818,3,3,2,2.0,North-East,flat,sector 49,,,2200.0,1,0,0,0,0,,120,2,23
Shree Vardhman Victoria,1.55,7948,3,5,3,8.0,South,flat,sector 70,1950.0,,1161.0,0,0,1,0,0,relatively new,141,1,37
Shree Vardhman Victoria,1.5,7692,3,5,3,7.0,South,flat,sector 70,1950.0,,1161.0,0,0,1,0,0,relatively new,140,2,37
The Lions CGHS,2.05,9534,4,4,3,7.0,West,flat,sector 56,2150.0,,1950.0,0,0,1,0,1,relatively new,28,2,50
Emaar Digihomes,2.1,13925,2,2,3,12.0,North-East,flat,sector 62,1508.0,,1200.0,0,0,0,0,1,New Property,28,2,44
M3M Golfestate,6.15,18287,3,3,3,23.0,,flat,sector 65,3363.0,,2710.0,0,1,1,0,0,old property,58,2,51
M3M Golfestate,6.1,18138,3,3,3,19.0,North-East,flat,sector 65,3363.0,,2710.0,0,1,1,0,0,old property,144,2,51
DLF The Primus,1.59,10338,3,3,3+,5.0,North-East,flat,sector 82a,1799.0,,1538.0,0,0,0,0,1,relatively new,136,0,23
AIPL Club Residences,0.85,9139,2,2,2,5.0,South-East,flat,sector 70a,930.0,,,1,0,0,0,0,relatively new,61,2,42
Meditech Apartment,2.45,8166,4,4,3+,1.0,West,flat,sector 56,3000.0,,2800.0,0,0,0,0,1,relatively new,95,2,50
Kiran Residency,1.5,7500,3,3,3+,4.0,North,flat,sector 56,2000.0,,1800.0,0,0,1,0,0,relatively new,96,2,50
shree kirpalu gi sector 52,1.45,7631,3,3,3+,7.0,West,flat,sector 52,1900.0,,1700.0,0,0,0,0,1,relatively new,87,2,42
Ireo The Grand Arch,3.8,17560,3,4,1,19.0,West,flat,sector 58,2164.0,,1600.0,0,0,1,0,0,old property,137,2,52
DLF Park Place,5.75,24688,3,4,3,12.0,North-East,flat,sector 54,2329.0,,1700.0,0,0,1,0,0,relatively new,141,0,34
DLF The Belaire,10.0,24557,4,5,3+,17.0,North,flat,sector 54,4072.0,,2800.0,0,0,1,0,0,old property,137,0,35
Suncity Platinum Towers,6.2,23091,3,4,3+,21.0,South,flat,sector 28,2685.0,,1900.0,0,0,1,0,0,relatively new,132,2,44
Ramsons Kshitij,0.24,53,2,2,1,10.0,North-West,flat,sector 95,,,45966.0,0,0,0,0,1,relatively new,20,1,0
Ramsons Kshitij,0.18,544,1,1,1,12.0,North-East,flat,sector 95,,,3212.0,1,0,0,0,0,relatively new,35,1,0
Ramsons Kshitij,0.31,5,2,2,1,1.0,North-East,flat,sector 95,,,607936.0,0,1,0,0,1,relatively new,40,1,5
ROF Ananda,0.33,60,2,2,1,13.0,South-West,flat,sector 95,,,54917.0,1,0,0,0,0,relatively new,24,1,24
ROF Ananda,0.38,58,3,2,1,12.0,North,flat,sector 95,,,64412.0,1,0,0,0,0,relatively new,34,1,24
ROF Ananda,0.21,61,1,1,1,13.0,North,flat,sector 95,,,34401.0,1,0,0,0,0,relatively new,56,1,24
ROF Ananda,0.2,5463,1,1,1,10.0,West,flat,sector 95,,,366.0,1,0,0,0,0,relatively new,69,1,24
Shapoorji Pallonji Joyville Gurugram,1.26,10370,2,2,3,7.0,East,flat,sector 102,1215.0,,,1,0,0,0,0,relatively new,28,2,34
ATS Triumph,2.5,7936,4,4,3+,14.0,North-East,flat,sector 104,3150.0,,,0,0,1,0,0,New Property,15,1,52
HSIIDC Sidco Shivalik Apartments,0.6,4000,3,2,2,5.0,South-East,flat,manesar,1500.0,,1077.0,1,0,0,0,0,old property,59,1,14
Alpha Corp GurgaonOne 84,2.2,6406,4,4,3+,15.0,South-West,flat,sector 84,3434.0,,,0,0,1,0,0,relatively new,82,1,41
ATS Triumph,2.6,8253,4,4,3+,12.0,South,flat,sector 104,3150.0,,,0,0,1,0,0,relatively new,97,1,52
Signature Andour Heights,0.55,8607,2,2,1,7.0,South-East,flat,sector 71,639.0,,541.0,1,0,0,0,0,relatively new,15,1,27
Bestech Park View Residency,0.98,6261,2,2,3,14.0,South-West,flat,sector 3,1565.0,,,0,1,0,0,0,old property,85,1,51
Bestech Park View Residency,1.55,8072,3,4,3+,10.0,East,flat,sector 3,1920.0,,,0,0,1,0,0,old property,86,1,51
Bestech Park View Residency,1.01,7137,2,2,3,0.0,East,flat,sector 3,1415.0,,,1,0,0,0,0,old property,85,1,51
Bestech Park View Residency,1.51,7890,3,4,3+,8.0,West,flat,sector 3,1920.0,,,0,0,1,0,0,old property,85,1,51
Bestech Park View Residency,1.4,7865,3,3,3+,8.0,South-West,flat,sector 3,1780.0,,,1,0,0,0,0,old property,85,1,51
Bestech Park View Residency,1.59,8281,3,4,3+,11.0,North-West,flat,sector 3,1920.0,,,0,0,1,0,0,old property,86,1,51
Bestech Park View Residency,0.56,8632,1,2,2,7.0,North-East,flat,sector 3,,,651.0,1,0,0,0,0,old property,82,1,51
SS The Coralwood,1.1,5820,3,3,3+,12.0,East,flat,sector 84,1890.0,,,1,0,0,0,0,old property,86,2,49
Emaar Gurgaon Greens,1.3,7878,3,3,3,4.0,East,flat,sector 102,1650.0,,1022.0,0,0,1,0,0,relatively new,94,1,42
Bestech Park View Sanskruti,1.6,8020,3,4,3+,10.0,North-West,flat,sector 92,1995.0,,1476.0,0,0,1,0,1,relatively new,141,2,42
Emaar MGF The Palm Drive,3.0,14285,4,5,3+,10.0,East,flat,sector 66,2100.0,,,0,0,1,0,0,relatively new,28,2,43
Ireo The Grand Arch,2.2,16000,2,2,2,6.0,North-East,flat,sector 58,1375.0,,,1,0,0,0,0,relatively new,25,1,52
DLF Regency Park 2,2.35,13224,3,4,3,8.0,South-East,flat,sector 28,1777.0,,1600.0,0,0,1,0,0,,100,2,37
Emaar MGF Emerald Floors Premier,2.77,14025,4,4,3+,3.0,North-East,flat,sector 65,,,1975.0,0,1,1,0,0,relatively new,144,0,16
Emaar MGF Emerald Floors Premier,2.79,14126,4,4,3+,2.0,South-West,flat,sector 65,,,1975.0,0,1,1,0,0,relatively new,141,0,16
Emaar MGF Emerald Floors Premier,2.3,13939,3,4,3,3.0,South-West,flat,sector 65,,,1650.0,0,1,1,1,0,relatively new,141,0,16
The Lions CGHS,2.1,8750,3,4,3+,8.0,West,flat,sector 56,2400.0,,2000.0,0,0,0,0,1,,132,2,42
Rail Vihar CGHS,1.35,10384,3,2,2,1.0,West,flat,sector 56,1300.0,,1250.0,0,0,0,0,1,,129,1,50
Parsvnath Green Ville,1.75,7201,3,3,3,7.0,South,flat,sector 48,2430.0,,1800.0,0,0,1,0,0,,95,2,40
Parsvnath Green Ville,1.6,8376,3,3,3,13.0,North-West,flat,sector 48,1910.0,,1600.0,0,0,0,0,1,,92,2,49
ATS Kocoon,2.2,10023,3,4,3,8.0,North-East,flat,sector 109,2095.0,,,0,0,1,0,0,relatively new,124,1,30
Emaar Gurgaon Greens,1.45,8787,3,3,3,7.0,North-East,flat,sector 102,1650.0,,,0,0,1,0,0,relatively new,127,1,42
Shapoorji Pallonji Joyville Gurugram,1.77,9195,3,3,3,1.0,North-East,flat,sector 102,1827.0,,,1,0,0,0,0,relatively new,119,1,34
Shapoorji Pallonji Joyville Gurugram,0.97,16454,2,2,2,10.0,North-East,flat,sector 102,915.0,,589.0,1,0,0,0,0,relatively new,119,1,34
Adani M2K Oyster Grande,2.35,8468,3,3,3,14.0,East,flat,sector 102,2598.0,,,0,1,1,0,0,relatively new,133,1,42
Adani M2K Oyster Grande,1.9,9105,3,4,3,8.0,North-East,flat,sector 102,1889.0,,,0,0,1,0,0,relatively new,133,1,42
SBTL Caladium,1.9,6219,4,4,3,8.0,North-East,flat,sector 109,3055.0,,,0,0,1,0,0,relatively new,119,1,16
SBTL Caladium,1.2,6382,3,2,2,8.0,South,flat,sector 109,1880.0,,,1,0,0,0,0,relatively new,122,1,16
SBTL Caladium,1.63,6404,3,3,2,8.0,North-West,flat,sector 109,2545.0,,,0,0,1,0,0,relatively new,130,1,16
DLF Regal Gardens,1.23,7052,3,3,2,19.0,North,flat,sector 90,1744.0,,,0,0,0,0,1,relatively new,4,1,24
Experion Windchants,5.6,11551,4,6,3+,8.0,North-East,flat,sector 112,4848.0,,,0,0,1,0,0,relatively new,138,1,40
Adani M2K Oyster Grande,2.61,10046,3,3,3,14.0,North-East,flat,sector 102,2598.0,,2000.0,0,1,1,0,0,relatively new,15,1,42
Indiabulls Centrum Park,1.32,7787,3,3,3+,6.0,North-East,flat,sector 103,1695.0,,1200.0,0,1,0,0,0,relatively new,28,1,50
Emaar Gurgaon Greens,1.45,8787,3,3,3,8.0,North-East,flat,sector 102,1650.0,,1100.0,0,0,1,0,0,relatively new,28,1,42
Signature The Serenas,0.28,57,1,1,2,1.0,North-West,flat,sohna,,,48811.0,0,1,0,0,0,relatively new,23,1,34
Eldeco Accolade,0.73,5775,2,2,3,5.0,West,flat,sohna,1264.0,,730.0,0,0,0,1,0,relatively new,19,1,18
Eldeco Accolade,0.72,4907,2,2,3+,10.0,North-East,flat,sohna,1457.0,,849.0,0,1,0,0,0,relatively new,28,1,18
Eldeco Accolade,0.66,5181,2,2,3,12.0,North-West,flat,sohna,1264.0,,730.0,0,0,0,1,0,relatively new,28,1,18
Signature Global Park,0.9,6254,3,3,3,3.0,North-West,flat,sohna,,,1439.0,0,0,0,1,0,relatively new,82,1,42
Signature Global Park,0.78,6404,3,3,3,1.0,South-East,flat,sohna,,,1210.0,0,0,0,1,0,relatively new,119,1,42
Signature Global Park,0.7,6071,3,3,3,2.0,North,flat,sohna,,,1153.0,0,0,0,1,0,relatively new,121,1,42
Signature Global Park,0.53,6295,2,2,2,1.0,East,flat,sohna,,,845.0,0,0,0,1,0,relatively new,135,1,42
Signature Global Park,0.52,6326,2,2,2,3.0,North-West,flat,sohna,,,822.0,0,0,0,1,0,relatively new,130,1,42
Signature Global Park,0.9,6289,3,3,3,1.0,West,flat,sohna,,,1439.0,0,0,0,1,0,relatively new,132,1,42
Signature Global Park,0.52,6386,2,2,2,2.0,North-East,flat,sohna,,,822.0,0,0,0,1,0,relatively new,135,1,42
Eldeco Accolade,0.73,5752,2,2,3,9.0,North-East,flat,sohna,1269.0,,,0,0,0,1,0,relatively new,85,1,18
Eldeco Accolade,0.72,4975,2,2,3+,12.0,East,flat,sohna,1457.0,,849.0,0,1,0,0,0,relatively new,121,1,18
Eldeco Accolade,0.72,5735,2,2,3,8.0,West,flat,sohna,,,1264.0,1,0,0,0,0,relatively new,122,1,18
Signature Global Park,0.72,5991,2,2,3,3.0,North-West,flat,sohna,1210.0,,,0,0,0,1,0,relatively new,128,1,42
Signature Global Park,0.54,6331,2,2,2,4.0,West,flat,sohna,,,845.0,0,0,0,1,0,relatively new,128,1,42
Signature Global Park,0.67,5537,2,2,3,4.0,North-East,flat,sohna,1210.0,,,0,0,0,1,0,relatively new,105,1,42
Signature Global Park,0.78,6446,3,3,3,3.0,South-West,flat,sohna,,,1210.0,0,0,0,1,0,relatively new,119,1,42
Signature Global Park,0.65,5637,2,2,2,2.0,North-West,flat,sohna,1153.0,,,0,0,0,1,0,relatively new,101,1,42
Puri Diplomatic Greens,3.5,11864,4,5,3+,10.0,North-East,flat,sector 111,2950.0,,2500.0,0,0,1,0,0,relatively new,28,2,44
Ireo The Grand Arch,4.0,18484,3,4,3,5.0,North-West,flat,sector 58,2164.0,,,0,0,1,0,0,,28,2,52
Indiabulls Enigma,3.6,10588,4,5,3,7.0,North,flat,sector 110,3400.0,,,0,0,1,0,0,relatively new,133,1,51
Suncity Vatsal Valley,1.38,9650,3,3,2,1.0,East,flat,sector 2,1430.0,,,1,0,0,0,0,relatively new,129,2,51
ATS Kocoon,2.2,10501,3,4,3,13.0,West,flat,sector 109,2095.0,,,0,0,1,0,0,relatively new,130,1,30
Indiabulls Enigma,4.49,11572,5,5,3+,4.0,North-East,flat,sector 110,3880.0,,,0,0,1,0,0,relatively new,136,1,51
Indiabulls Enigma,3.49,10264,4,5,3,7.0,North-West,flat,sector 110,3400.0,,,0,0,1,0,0,relatively new,136,1,51
Indiabulls Enigma,3.7,10882,4,5,3,7.0,South-West,flat,sector 110,3400.0,,,0,0,1,0,0,relatively new,126,1,51
Emaar Gurgaon Greens,1.42,8606,3,3,3,4.0,North,flat,sector 102,1650.0,,1022.0,0,0,0,0,1,relatively new,28,1,42
ATS Triumph,1.85,8078,3,3,3+,24.0,East,flat,sector 104,2290.0,,,0,0,1,0,0,relatively new,144,1,52
Vatika Gurgaon 21,1.1,6162,3,3,3+,5.0,North-West,flat,sector 83,1785.0,,1500.0,1,0,0,0,0,relatively new,91,1,42
Godrej 101,1.33,8531,2,2,3,6.0,North-West,flat,sector 79,1559.0,,,0,1,0,0,0,relatively new,133,1,16
Godrej 101,1.34,8524,2,2,3,2.0,North-West,flat,sector 79,1572.0,,,0,1,0,0,0,relatively new,133,1,16
Godrej 101,1.18,8532,2,2,3,7.0,North-West,flat,sector 79,1383.0,,,1,0,0,0,0,relatively new,133,1,16
Vatika Gurgaon 21,0.95,6574,2,2,3,5.0,South,flat,sector 83,1445.0,,1200.0,1,0,0,0,0,relatively new,91,1,42
Vatika Gurgaon 21,0.98,8166,2,2,3,5.0,South,flat,sector 83,1445.0,,1200.0,1,0,0,0,0,relatively new,91,1,42
Paras Dews,1.15,6534,3,4,3+,12.0,East,flat,sector 107,1760.0,,1130.0,0,1,1,0,0,relatively new,144,2,52
Tulip White,0.9,6787,3,2,3,6.0,North-East,flat,sector 69,,,1326.0,0,0,0,1,0,relatively new,103,1,35
Godrej 101,2.01,8495,3,4,3+,6.0,East,flat,sector 79,2366.0,,,0,0,1,0,0,relatively new,133,1,16
Godrej 101,1.93,8532,3,4,3+,5.0,East,flat,sector 79,2262.0,,,0,0,1,0,0,relatively new,133,1,16
Godrej 101,1.28,8504,3,3,3,7.0,North-East,flat,sector 79,1505.0,,,1,0,0,0,0,relatively new,133,1,16
ATS Kocoon,1.7,12878,3,3,3,22.0,East,flat,sector 109,1745.0,,1320.0,1,0,0,0,0,relatively new,89,1,30
DLF New Town Heights 1,1.25,8638,3,4,3+,0.0,North-West,flat,sector 90,,,1447.0,0,0,1,0,0,,41,0,25
M3M Skywalk,1.54,11000,2,2,3+,22.0,South,flat,sector 74,1400.0,,1100.0,0,0,0,0,1,relatively new,118,1,34
Vipul Belmonte,6.0,24489,3,4,3+,6.0,North-West,flat,sector 53,2450.0,,,0,0,1,0,1,old property,16,2,52
DLF Park Place,4.85,25866,3,4,3+,25.0,South-East,flat,sector 54,1875.0,,,0,0,1,0,0,relatively new,16,2,34
DLF Park Place,4.86,25920,3,4,3+,7.0,West,flat,sector 54,1875.0,,,0,0,1,0,0,relatively new,28,2,34
Bestech Park View City,1.78,10022,3,4,2,5.0,,flat,sector 48,1776.0,,1300.0,0,1,0,1,0,relatively new,55,1,66
Vatika City,1.79,12785,3,3,3,9.0,,flat,sector 49,,,1400.0,0,0,1,0,0,,48,1,23
Madhur Jeevan Apartments,1.59,8594,4,3,3+,3.0,North,flat,sector 56,2000.0,,1850.0,0,0,0,0,1,,19,1,50
Professors Enclave CGHS,1.54,8324,3,3,2,6.0,South,flat,sector 56,2000.0,,1850.0,0,0,1,1,0,,71,2,50
Guru Gram Haryana CGHS,1.39,8424,3,2,3,6.0,South,flat,sector 56,1850.0,,1650.0,0,0,1,1,0,,60,2,50
Park View Apartment,1.74,7565,3,3,3+,2.0,South,flat,sector 56,2450.0,,2300.0,0,0,1,1,0,,83,2,42
Shapoorji Pallonji Joyville Gurugram,1.28,10534,2,2,3,10.0,East,flat,sector 102,1215.0,,,1,0,0,0,0,relatively new,28,1,34
ATS Tourmaline,1.72,8000,3,4,3+,7.0,South-West,flat,sector 109,2150.0,,,0,0,1,0,0,relatively new,136,1,44
ATS Tourmaline,1.5,8571,3,3,3+,7.0,North-East,flat,sector 109,1750.0,,,1,0,0,0,0,relatively new,130,1,44
Shapoorji Pallonji Joyville Gurugram,1.41,10307,2,2,3,0.0,North-East,flat,sector 102,1368.0,,,0,0,0,0,1,relatively new,28,1,34
SS The Leaf,2.13,7574,4,4,3,2.0,North,flat,sector 85,2812.0,,2200.0,1,0,0,0,0,relatively new,26,1,42
SS The Leaf,2.0,8305,3,4,3,6.0,North,flat,sector 85,2408.0,,2200.0,0,0,1,0,0,relatively new,26,1,42
SS The Leaf,2.1,7467,4,4,3,7.0,North,flat,sector 85,2812.0,,2400.0,0,1,1,1,0,relatively new,26,1,42
SS The Leaf,2.13,7574,4,4,3,6.0,North,flat,sector 85,2812.0,,2400.0,1,0,0,0,0,relatively new,26,1,42
SS The Leaf,1.25,7179,2,2,3,10.0,South-East,flat,sector 85,1741.0,,1720.0,1,0,0,0,0,relatively new,28,1,42
SS The Leaf,1.19,7225,2,2,3,4.0,South-East,flat,sector 83,1640.0,,1620.0,1,0,0,0,0,relatively new,28,1,54
SS The Leaf,1.17,7001,2,2,3,11.0,East,flat,sector 85,1671.0,,1650.0,1,0,0,0,0,relatively new,28,1,42
ss,2.09,7432,4,4,3,8.0,South-East,flat,sector 85,2812.0,,2400.0,0,1,1,1,0,relatively new,28,1,5
ss,2.17,7716,4,4,3,7.0,North,flat,sector 85,2812.0,,2400.0,0,1,1,1,0,relatively new,26,1,5
ss,2.14,7610,4,4,3,6.0,North,flat,sector 85,2812.0,,2000.0,0,1,1,1,0,relatively new,26,1,5
ss,2.1,7467,4,4,3,2.0,North-West,flat,sector 85,2812.0,,2400.0,1,0,0,0,0,relatively new,26,1,5
ss,1.98,8222,3,4,3,6.0,West,flat,sector 85,2408.0,,2200.0,1,0,0,0,0,relatively new,25,1,5
SS The Leaf,1.24,7122,2,2,3,10.0,West,flat,sector 85,1741.0,,1720.0,1,0,0,0,0,relatively new,28,1,42
ss,1.18,7170,2,2,3,4.0,West,flat,sector 85,1640.0,,1620.0,1,0,0,0,0,relatively new,28,1,26
ss,1.2,7151,2,2,3,15.0,North-East,flat,sector 85,1671.0,,1650.0,1,0,0,0,0,relatively new,28,1,26
ss,1.19,7121,2,2,3,11.0,West,flat,sector 85,1671.0,,1660.0,1,0,0,0,0,relatively new,28,1,26
Orchid Petals,2.09,11578,3,3,3,0.0,South,flat,sector 49,1805.0,,,1,0,0,0,0,relatively new,28,1,36
Orchid Petals,2.45,11887,3,3,3,0.0,North-East,flat,sector 49,2061.0,,,0,1,0,0,0,relatively new,28,1,36
Orchid Petals,2.23,10969,3,3,3,14.0,North,flat,sector 49,2033.0,,,0,0,0,0,1,relatively new,23,1,36
Orchid Petals,4.21,11835,5,6,3+,14.0,South-East,flat,sector 49,3557.0,,,0,0,1,1,0,relatively new,22,1,36
Orchid Petals,4.16,11700,5,4,3+,14.0,East,flat,sector 49,3557.0,,,0,1,1,0,0,relatively new,23,1,36
Orchid Petals,4.52,10984,5,5,3+,14.0,West,flat,sector 49,4115.0,,,0,1,1,1,0,old property,28,1,36
Ireo Uptown,1.5,11219,2,3,3,1.0,South,flat,sector 66,1337.0,,1050.0,0,0,1,0,1,relatively new,72,2,24
Bestech Park View Ananda,0.95,10626,2,2,2,2.0,North-East,flat,sector 81,1360.0,,894.0,1,0,0,0,0,relatively new,92,2,52
Bestech Park View Sanskruti,1.55,7568,3,4,3,16.0,South,flat,sector 92,1995.0,,,0,0,1,0,0,relatively new,56,2,42
Bestech Park View Sanskruti,1.55,9687,3,3,3,17.0,,flat,sector 92,1995.0,,1600.0,0,0,1,0,0,relatively new,56,2,42
Vatika Lifestyle Homes,1.3,4545,3,3,1,6.0,North-West,flat,sector 83,2860.0,,,1,0,0,0,0,relatively new,65,1,42
Puri Emerald Bay,2.55,10408,4,4,3+,5.0,East,flat,sector 104,2450.0,,2150.0,0,0,1,0,0,relatively new,28,1,59
Tata Primanti,3.9,13425,4,4,3+,39.0,East,flat,sector 72,2905.0,,2150.0,0,0,1,0,1,relatively new,28,1,36
M3M Sierra 68,1.08,8674,2,2,3,1.0,West,flat,sector 68,1245.0,,930.0,1,0,0,0,0,relatively new,124,2,42
M3M Sierra 68,1.13,9076,2,2,3,9.0,West,flat,sector 68,1245.0,,930.0,1,0,0,0,0,relatively new,124,2,42
M3M Sierra 68,1.1,8986,2,2,3,1.0,North-East,flat,sector 68,1224.0,,830.0,1,0,0,0,0,relatively new,116,2,42
SS The Leaf,1.84,7641,3,4,3,8.0,South-East,flat,sector 85,2408.0,,1685.0,0,0,0,1,0,relatively new,122,1,42
Adani M2K Oyster Grande,2.5,7817,4,5,3+,5.0,South,flat,sector 102,3198.0,,,0,0,1,0,0,relatively new,79,1,42
M3M Woodshire,1.45,6141,3,4,3+,7.0,South,flat,sector 107,2361.0,,,0,0,1,0,0,relatively new,64,1,16
Ireo Skyon,2.85,13936,3,4,3+,5.0,South,flat,sector 60,2045.0,,1490.0,0,0,1,0,0,relatively new,144,2,43
Experion Windchants,3.0,11538,3,3,2,2.0,North,flat,sector 112,2802.0,,2200.0,0,0,0,0,1,relatively new,28,2,40
DLF New Town Heights 2,1.3,6735,3,3,3,15.0,South,flat,sector 86,1930.0,,,0,0,1,1,0,relatively new,28,2,31
Experion The Heartsong,0.9,7014,2,3,3,2.0,South,flat,sector 108,1283.0,,734.0,0,0,1,0,0,relatively new,88,1,42
