property_name,society,price,price_per_sq.ft,areaWithType,bedRoom,bathroom,balcony,additionalRoom,address,floorNum,facing,agePossession,nearbyLocations,description,furnishDetails,features,rating,area,type,sector
3 BHK Flat in Sector 69 Gurgaon,Tulip White,0.91,6862,Carpet area: 1326 (123.19 sq.m.),3,2,2,Not available,"Sector 69 Gurgaon, Gurgaon, Haryana",12.0,,5 to 10 Year Old,"['Sri Radhe Krishna Temple', 'Icici bank ATM', 'Standard chartered ATM', 'Ekta Hospital', 'Sai Dharamraj Hospital', 'Sai Heart and Trauma Center', 'Sona Devi Memorial Hospital and Trauma Centre', 'Sanjeevani Hospital Gurgaon', 'Gobind Hospital', 'Kamal Hospital and Maternity Centre', 'Divine Look Clinic Centre', 'Skin Clinic', 'Dr. Anuj Sharma', 'Dr. Naresh Pandita', 'Dr. Aruna Kalra', 'Wellness Eye Centre', 'Best Urologist Atcomplete Family Clinic', 'Neelkanth Health Care', 'Vishesh Dental', 'Bones Clinic - Orthopaedics', 'Park Hospital Gurgaon', 'Wembley estate club', 'Genius', 'Gardian Pharmacy', 'Apollo Pharmacy', 'Kore Tech Park', 'SPAZE BUSINESS PARK', 'Central bank of india', 'Union bank of india', 'State bank of india', 'Indusind bank', 'Hdfc bank', 'Icici bank', 'Icici bank', 'Hdfc bank', 'Hdfc bank', 'SRS Cinemas', 'Nook', 'Starbucks', ""Nirula's"", ""Domino's Pizza"", 'India', 'Haldiram']","Elegant, top floor with roof rights, well maintained loc in well maintained society with all basic amenities near by, immediate available","['2 Wardrobe', '3 Fan', '1 Geyser', '4 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']","['Green Area4 out of 5', 'Amenities3.5 out of 5', 'Management3.5 out of 5', 'Construction4 out of 5', 'Connectivity4 out of 5']",1326.1439813465463,flat,sector 69
3 BHK Flat in Sector 82 Gurgaon,Mapsko Casa Bella,1.25,6377,Super Built up area 1960(182.09 sq.m.),3,4,3+,Not available,"Sector 82 Gurgaon, Gurgaon, Haryana",8.0,,By 2023,"['Vatika City Centre Mall', 'Pataudi Road', 'Broadways International School', 'DPG Institute of Technology', 'Aarvy Healthcare', 'Indira Gandhi International Airport', 'Sultanpur National Park', 'Imt Manesar', 'Holiday Inn Gurugram', 'SkyJumper Trampoline Park', 'HUDA Mini Golf Course']","We are the proud owners of this 3 bhk apartment available in mapsko casa bella, sector 82 gurgaon, gurgaon. This it is a and the unit is located on 8th floor and has a super built-Up area of 1960 sq.Ft. . It has 4 bathroom(s) and more than 3 balcony(s). The ownership is freehold type.",[],,"['Green Area4.5 out of 5', 'Amenities4 out of 5', 'Management4 out of 5', 'Construction4 out of 5', 'Connectivity4 out of 5']",1960.169358632586,flat,sector 82
2 BHK Flat in Sector 37C Gurgaon,ILD Grand,0.66,5038,Built Up area: 1310 (121.7 sq.m.),2,2,3+,Not available,"Sector 37c, Delhi Gurgaon Expressway, Sector 37C Gurgaon, Gurgaon, Haryana",14.0,,undefined,"['The Esplanade Mall', 'Dwarka Expy, Sector 88', 'Green Field Public School', 'SGT UNIVERSITY', 'K.D. Hospital', 'Indira Gandhi Intl Airport']","It is a 2 bed room apartment located in ild grand, sector 37c. It has an area of 1310 sq-Ft. Expected price of the flat is 66 lac. The flat features ild grand sector 37c, delhi gurgaon expressway",,,"['Environment5 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']",1310.0436681222707,flat,sector 37c
2 BHK Flat in Sector 113 Gurgaon,M3M Capital,1.83,13969,Built Up area: 1310 (121.7 sq.m.),2,2,0,Not available,"Sector 113, Sector 113 Gurgaon , Gurgaon, Haryana",7.0,,undefined,"['Phase 2 Metro Station', 'Global Foyer Mall', 'Dwarka Expy', 'Shivani public school', 'Baghera University', 'Kutumbh Hospital', 'IGI Airport', 'Bijwasan Railway Station']",Multistorey apartment is available for sale. It is a good location property. Please contact for more details. M3m capital sector 113,,,,1310.0436681222707,flat,sector 113
2 BHK Flat in Sector 70 Gurgaon,Unitech Vistas,0.53,4800,Super Built up area 1095(101.73 sq.m.),2,2,2,Others,"Sector 70 Gurgaon, Gurgaon, Haryana",9.0,,Mar 2024,"['Airia Mall', 'Delhi Ajmer Highway', 'Sohna Road', 'Suraj School']",Residential apartment for sell.The property has 2 bedrooms with 2 bathrooms .Located in sector-70 gurgaon on golf course extension road. Available at an expected price of 52.56 lac.Located on 9th of the 15 floors .It is a freehold corner property.The property is expected to be completed by 2021. Few towers in the society have been delivered. Almost 90% of the payment has been made as per clp with no defaults.,[],"['Lift(s)', 'Swimming Pool', 'Park', 'Fitness Centre / GYM']","['Environment4 out of 5', 'Safety3.5 out of 5', 'Lifestyle4 out of 5', 'Connectivity3 out of 5']",1104.1666666666667,flat,sector 70
2 BHK Flat in Sector 37D Gurgaon,Ramprastha The Edge Towers,0.8,5797,Super Built up area 1380(128.21 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,3,Not available,"Gurgaon, Sector 37D Gurgaon, Gurgaon, Haryana",2.0,North-East,1 to 5 Year Old,"['MDS Public School', 'St Pauls School', 'Suncity School', 'Hanuman & Shani Mandir', 'IndusInd Bank ATM', 'SGT UHTC Basai', 'K.D. Hospital', 'CANARA BANK', 'State Bank of India', 'Basai Enclave Park', 'Ramprastha Police Post', 'Taxila cricket ground', 'Bharat Singh fuel company', 'Edge towers tennis court', 'KFG Sports Club']","Club pool facing, 
On 2nd floor,
Premium flat.......","['5 Fan', '2 Geyser', '7 Light', '2 Wardrobe', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'No open drainage around', 'Recently Renovated', 'Visitor Parking', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Waste Disposal', 'Rain Water Harvesting']","['Green Area4 out of 5', 'Amenities4 out of 5', 'Management3.5 out of 5', 'Construction4 out of 5', 'Connectivity4 out of 5']",1380.0241504226324,flat,sector 37d
3 BHK Flat in Sector 89 Gurgaon,Smart World Gems,1.71,12000,Built Up area: 1423 (132.2 sq.m.),3,2,0,Not available,"Sector 89, Sector 89 Gurgaon, Gurgaon, Haryana",3.0,,undefined,"['Sant Soordas Sihi Metro Station', 'Airia Mall', 'Dwarka Expressway', 'Pataudi Road', 'NH-8', 'KMP Expressway', 'RPS International School', 'Genesis Hospital Sector 84', 'Gurgaon Railway Station', 'Vatika Business Park Sector 49', 'Holiday Inn Gurugram Sector 90', 'De Adventure Amusement Park', 'National Tennis Academy Sector 98', 'IMT Manesar']",3bhk multistorey apartment for resale in smart world gems at sector 89 smart world gems sector 89,"['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",,"['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']",1425.0,flat,sector 89
1 BHK Flat in Sector 83 Gurgaon,Sapphire Eighty Three,0.65,9286,Built Up area: 700 (65.03 sq.m.),1,1,0,Not available,"Sector 83, Sector 83 Gurgaon, Gurgaon, Haryana",6.0,,undefined,"['S.R.S. Hospital and Critical Care Unit', 'Orris Community Center', 'Petrol Pump Indian Oil', 'Petrol Pump Indian Oil', 'Petrol Pump', 'Essar Petrol Pump', 'Haldiram', 'KFC', 'Rao Dhaba', 'Pizza Hut', ""McDonald's""]",1bhk multistorey apartment for resale in sapphire eighty three at sector 83 sapphire eighty three sector 83,"['1 Wardrobe', '1 Fan', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",,"['Environment5 out of 5', 'Safety5 out of 5', 'Lifestyle5 out of 5', 'Connectivity4 out of 5']",699.9784622011631,flat,sector 83
3 BHK Flat in Sector 92 Gurgaon,Sare Crescent Parc,0.82,5384,Built Up area: 1523 (141.49 sq.m.),3,3,3+,Not available,"Sector 92, Sector 92 Gurgaon, Gurgaon, Haryana",12.0,West,undefined,,3bhk multistorey apartment for resale in sare crescent parc at sector 92 sare crescent parc sector 92,"['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",,"['Green Area4 out of 5', 'Amenities3 out of 5', 'Management4 out of 5', 'Construction4 out of 5', 'Connectivity3 out of 5']",1523.0312035661216,flat,sector 92
3 BHK Flat in Sector 54 Gurgaon,DLF The Grove,5.7,41245,Built Up area: 1382 (128.39 sq.m.),3,3,3,Not available,"Sector 54, Sector 54 Gurgaon, Gurgaon, Haryana",1.0,East,undefined,"['Sector 54 chowk metro station', 'Sector 53-54 metro station', 'Sector metro station', 'Sector metro station', 'Sanatan Dharm Mandir', 'Hanuman Mandir', 'New Life Church', 'Indusind bank ATM', 'Citi bank ATM', 'Icici bank ATM', 'State bank ATM', 'Icici bank ATM', 'Arunodaya Deseret Eye Hospital', 'Surgicare Hospital Gurgaon', 'Kriti Hospital', 'Anand Hospital Gurgaon', 'Paras Hospital Gurgaon', 'pracksht hospital', 'HUDA Office Complex', 'Apollo Pharmacy', 'Medisca', 'HCG CNG Station', 'Heera Fuel Station', 'Hdfc bank', 'Icici bank', 'Hdfc bank & atm', 'Axis bank', 'Indusind bank', 'Kotak mahindra bank', 'State bank of india', 'Hdfc bank and atm', '222', 'Naivedyam Restaurant', 'Bikanerwala', 'Burger Singh', 'Wat-a-Burger', 'Clock tower', 'Starbucks', ""Carl's Jr."", 'Shophouse by Kylin', 'Cafe Tonini', 'Sagar Ratna', 'Pizza Hut', 'Suncity School', 'Iilm University', 'Sushant College of Arts & Architecture', 'Ansal Institute of Technology', 'IILM']",3bhk multistorey apartment for resale in dlf the grove at sector 54 dlf the grove sector 54,"['1 Wardrobe', '1 Fan', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",,"['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle5 out of 5', 'Connectivity4 out of 5']",1381.9856952357861,flat,sector 54
1 BHK Flat in Sector 63 Gurgaon,Baani City Center,0.88,10945,Built Up area: 804 (74.69 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),1,1,2,Not available,"Sector 63, Sector 63 Gurgaon, Gurgaon, Haryana",4.0,,undefined,"['Radhakrishna Shani Mandir', 'pracksht hospital', 'Vatsalya Clinic', 'SPAZE BUSINESS PARK', 'International Tech Park', 'Intellion Park', 'Hdfc bank', 'Hdfc bank and atm', 'Pizza Hut', 'Madison and Pike']",1bhk multistorey apartment for new property in baani city center at sector 63 baani city center sector 63,"['1 Wardrobe', '1 Fan', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",,,804.0201005025126,flat,sector 63
3 BHK Flat in Palam Vihar,Bestech Park View Residency,1.4,7865,Super Built up area 1780(165.37 sq.m.),3,3,3+,Not available,"Palam Vihar, Gurgaon, Haryana",6.0,North,10+ Year Old,"['Dwarka Sector 21 Metro Station', 'HUDA Market, Sector 14', 'Ambience Mall', 'GAV Public School', 'The NorthCap University', 'Chirag Hospital', 'Indira Gandhi International Airport', 'Gurgaon Railway Station', 'DLF CyberHub', 'Fun N Food Village']","This is your chance to own a 3 bhk residential apartment in bestech park view residency, palam vihar, gurgaon, haryana where luxury comes with affordability.
Basic details:
You will love this bright and spacious 3 bedroom apartment with 3 bathrooms, modular kitchen, spacious hall and 3 balconies. The balcony offers a great view and is a place to enjoy at any time. This house provides ample natural light and has good ventilation that invites comfort. 
Furnishings and amenities:
This impeccable house is spread across an area of 1780sq. Ft. And is a furnished unit. 
The amenities are designed to make your life easy, exciting and luxurious. The society boasts of manicured landscaping and includes lifts, intercom facility, security/fire alarm, maintenance staff, security personnel, visitor parking, swimming pool, gym, clubhouse, rainwater harvesting, piped gas, water storage, waste disposal and park.
The property is a quality construction. 
Location:
The prime location provides residents with access to the very best that this city has to offer. The property is situated close to all the basic amenities. It is close to the main road making it highly accessible.
-Major banks and atms within proximity
-Schools within a close radius
-Easy access to public transportWait no more and schedule a tour today.
For more details, kindly contact the owner.
 Additional details :The apartment has munciple supply water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
No power backup is available.
The society has dedicated security guards for every tower.","['1 Water Purifier', '4 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '4 Geyser', '1 Stove', '20 Light', '4 AC', '1 TV', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '3 Bed', '3 Wardrobe', '1 Sofa', '1 Microwave', 'No Washing Machine']","['Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'No open drainage around', 'Bank Attached Property', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']","['Connectivity4 out of 5', 'Management4 out of 5', 'Construction4 out of 5', 'Green Area5 out of 5', 'Amenities5 out of 5']",1780.0381436745074,flat,sector 3
3 BHK Flat in Kanahi,CGHS Agrim Apartment,1.49,8514,Carpet area: 1750 (162.58 sq.m.),3,2,3+,Not available,"Gurgaon. 122001, Kanahi, Gurgaon, Haryana",1.0,South-East,10+ Year Old,"['Sri Radhe Krishna Temple', 'Icici bank ATM', 'Standard chartered ATM', 'Divine Look Clinic Centre', 'Skin Clinic', 'Ekta Hospital', 'Sai Heart and Trauma Center', 'Sai Dharamraj Hospital', 'Dr. Anuj Sharma', 'Dr. Aruna Kalra', 'Dr. Naresh Pandita', 'Sanjeevani Hospital Gurgaon', 'Wellness Eye Centre', 'Best Urologist Atcomplete Family Clinic', 'Sona Devi Memorial Hospital and Trauma Centre', 'Neelkanth Health Care', 'Vishesh Dental', 'Bones Clinic - Orthopaedics', 'Park Hospital Gurgaon', 'Meher Clinic', 'Gobind Hospital', 'Kamal Hospital and Maternity Centre', 'Wembley estate club', 'Genius', 'Gardian Pharmacy', 'Apollo Pharmacy', 'Kore Tech Park', 'SPAZE BUSINESS PARK', 'India Oil', 'SRS Cinemas', 'Indusind bank', 'Icici bank', 'Hdfc bank', 'Central bank of india', 'Hdfc bank', 'Hdfc bank', 'Union bank of india', 'State bank of india', 'Icici bank', 'Nook', 'Starbucks', ""Nirula's"", ""Domino's Pizza"", 'India', 'Haldiram', 'Kamla International']","Just opposite huda city centre metro. Day to day needs are available at hands distance. Amenity like schools,hospitals, temple and shopping centres are nearby.
Very airy and plentiful light makes you feel good and comfortable.
Its nicely done and decorated professionally with latest technology.
Once you see it in person, it will be hard to resist.
 Additional details :Piped gas facility is available in the property.
The apartment has munciple supply water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.","['4 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '2 Geyser', '1 Stove', '8 Light', '1 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '3 Wardrobe', 'No Bed', 'No Microwave', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Park', 'Visitor Parking', 'Security Personnel', 'Internet/wi-fi connectivity', 'Waste Disposal']",,1750.0587268029128,flat,sector 45
2 BHK Flat in Sector-33 Sohna,Godrej Nature Plus,1.4,9333,Super Built up area 1500(139.35 sq.m.)Carpet area: 1385 sq.ft. (128.67 sq.m.),2,2,3,Not available,"Sector-33 Sohna, Gurgaon, Haryana",14.0,,Under Construction,"['Signature Global Infinity Mall Sohna', 'Badshahpur Sohna Rd Hwy', 'Gurjar Samrat Jaipal Khatana Marg', 'K. R. Mangalam University', 'Vidya Niketan Sr Sec School', 'Sanjivani Hospital', 'Indira Gandhi Intl Airport', 'Garhi Harsaru Junction']","Garden facing. This property is right on the gurgaon sohna highway and very close to gd goenka school.This beautiful 2 bhk flat in sector-33 sohna, gurgaon is situated in godrej nature plus, one of the popular residential society in gurgaon. The flat is over 1385 sq.Ft. Carpet area and comes with 2 bedroom(s), 2 bathrooms and more than 3 balconies. The flat has a total of 22 floors and this property is situated on 14th floor. This residential flat is currently under construction and you can expect the possession of the same within 2 months",[],"['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Water Storage', 'Park', 'Visitor Parking', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",,1500.0535733419051,flat,sector-33 sohna
3 BHK Flat in DLF Phase 5,DLF Carlton Estate,2.0,14214,Super Built up area 1407(130.71 sq.m.),3,3,2,Not available,"DLF Phase 5, Gurgaon, Haryana",5.0,South-West,5 to 10 Year Old,"['Sector 53-54', 'South Point Mall', 'United Colors Of Benetton', 'Central Plaza Mall', 'Khatu Shyam Mandir', 'IDFC FIRST Bank ATM', 'ICICI BANK ATM', 'Paras Hospitals', 'State Bank of India', 'Wellington Estate Park', 'Club5', 'Genpact India Private Limited', 'American Express', 'Haryana City Gas', 'Cyber Police Station']","This is your chance to own a 3 bhk residential apartment in dlf carlton estate, dlf phase 5, gurgaon, haryana where luxury comes with affordability.
Basic details:
You will love this bright and spacious 3 bedroom apartment with 3 bathrooms, modular kitchen, spacious hall and 2 balconies. The balcony offers a great view and is a place to enjoy at any time. This house provides ample natural light and has good ventilation that invites comfort. 
Furnishings and amenities:
This impeccable house is spread across an area of 1407sq. Ft. And is a semi furnished unit. 
The amenities are designed to make your life easy, exciting and luxurious. The society boasts of manicured landscaping and includes lifts, intercom facility, security/fire alarm, maintenance staff, security personnel, visitor parking, swimming pool, gym, clubhouse, rainwater harvesting, piped gas, water storage, waste disposal and park.
The property is a quality construction. 
Location:
The prime location provides residents with access to the very best that this city has to offer. The property is situated close to all the basic amenities. It is close to the main road making it highly accessible.
-Major banks and atms within proximity
-Schools within a close radius
-Easy access to public transportWait no more and schedule a tour today.
For more details, kindly contact the owner.
 Additional details :The apartment has munciple supply water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
The society has dedicated security guards for every tower.","['2 Wardrobe', '1 Sofa', '2 Geyser', '2 AC', '1 Modular Kitchen', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Light', 'No Microwave', 'No Fridge', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Park', 'Piped-gas', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']","['Connectivity5 out of 5', 'Management4.5 out of 5', 'Construction4.5 out of 5', 'Green Area5 out of 5', 'Amenities4.5 out of 5']",1407.0634585619812,flat,sector 53
